farmacia_nro_soe;titular_nombre;direccion_vial_tipo;direccion_vial_nombre;direccion_vial_nro;municipio_nombre;localizacion_coordenada_x;localizacion_coordenada_y
320;Mª Dolores Rodriguez Diez;PLAZA;de Ventura Rodríguez;9;Ciempozuelos;447464;4445593
321;Maria Jesus Rodriguez Silva;CALLE;del General Lacy;8;Madrid;441376;4472887
322;Ana Raquel Polvorosa Montes;CALLE;de Raimundo Fernández Villaverde;52;Madrid;441024;4477517
323;Mª Luisa Saavedra Pomares;PLAZA;del Emperador Carlos V;8;Madrid;441201;4473325
325;Isabel Sánchez Villalón;CALLE;de los Reyes;15;Madrid;439800;4475056
326;Elvira Pinedo Saiz;CALLE;del Doctor Esquerdo;21;Madrid;443310;4475247
327;Maria Jose Martinez Honduvilla;CALLE;de Miguel Servet;1;Madrid;440555;4473227
328;José Sotero Fernandez Laredo;CALLE;de José Antonio Fernández Ordóñez;45;Madrid;448539;4482522
329;María Pilar Gómez Almoguera;CALLE;del General Castaños;13;Madrid;441147;4475280
330;Eugenia Vazquez Oficialdegui;CALLE;de Fernández de la Hoz;72;Madrid;441112;4476716
331;Maria Teresa Jimenez Guijarro;CALLE;Mayor;13;Madrid;440086;4474198
332;Antonio Alonso Aventin;CALLE;de Fernández de los Ríos;53;Madrid;439638;4476300
333;Luis Maria De Palacio Guerrero;CALLE;de Alcalá;173;Madrid;442975;4475326
334;Esther Corral Merinero;CALLE;de Santa Engracia;40;Madrid;440828;4476048
335;Alicia De Gracia Sánchez;CALLE;de los Mártires de la Ventilla;68;Madrid;441239;4480315
336;Enrique Flores Cerdan;PLAZA;España;12;Leganés;435069;4464416
337;Lucia Altozano Garcia;CALLE;de Jorge Juan;34;Madrid;442051;4475003
338;Mª Ana Zapata Cilveti;CALLE;de Fuentespina;14;Madrid;448414;4470071
339;Almudena Robledano Carbellido;CALLE;de Federico García Lorca;25;Álamo, El;415847;4453994
340;Jose Manuel Gonzalez Tejerizo;PLAZA;de los Herradores;2;Madrid;439891;4474210
341;Manuel Núñez Campos;AVDA;de Manuel Fraga Iribarne;43;Madrid;448359;4482274
342;Mª Soledad Muelas García-Esteller;CALLE;de Fernández de los Ríos;40;Madrid;439919;4476301
343;Aurelio Montesinos Bonacho;CALLE;de Jorge Juan;8;Madrid;441716;4475027
344;Joaquin Reyes Morilla;CALLE;de San Epifanio;7;Madrid;439015;4472566
345;Inés Almendro Conde;CALLE;de Bolívar;6;Madrid;441096;4471427
346;Mª Del Carmen De La Peña Montero;CALLE;del Marqués de Viana;74;Madrid;440260;4479495
348;Gabriel Jose Peña Arteaga;CALLE;de San Bernardino;11;Madrid;439703;4475204
349;Pablo Ignacio Aspichueta Reglero;CALLE;de José María Fernández Lanseros;3;Madrid;444239;4475856
350;Maria Garcia Gomez;CALLE;de Toledo;46;Madrid;439931;4473766
352;Cristina Barquin Garcia;CALLE;de Sagasta;21;Madrid;440720;4475552
354;Angel Orive Mayor;CALLE;de Tumaco;20;Madrid;446204;4477391
355;Maria Pilar Tejera Fernandez-Mazarambroz;CALLE;de Fernando el Católico;74;Madrid;439325;4476228
356;Maria  Cutuli Martinez De Pinillos;CALLE;Mayor;44;Madrid;439861;4474178
357;Rosa Mª Lopez Lopez;CALLE;de la Hacienda de Pavones;4;Madrid;444798;4472918
358;Mª Antonia Romero Gomez;AVDA;del Doctor Federico Rubio y Galí;42;Madrid;439859;4478121
359;Ana De Castro Dominguez-Gil;CALLE;de O'Donnell;47;Madrid;442804;4474775
360;Antonio Moreno Ortega;PASEO;de las Delicias;115;Madrid;441051;4471639
362;Clara Pampillon Renuncio;CALLE;de la Virgen de los Peligros;11;Madrid;440631;4474502
363;Rosa Maria Lastra Alonso;CALLE;del Conde de Peñalver;27;Madrid;442680;4475448
364;Miriam Abad Palacin;CALLE;de Alcalá;380;Madrid;445566;4476351
365;Paloma Perez Mendez-Castrillon;CALLE;Limón Verde;3;Algete;457779;4494118
366;Marina Carlota Gavalda Buj;CALLE;de Lope de Rueda;38;Madrid;442502;4474610
367;Mª De Las Nieves Gomez Hurtado;PASEO;de Extremadura;124;Madrid;437624;4473675
368;Cecilia Morales Mateos-Aparicio;CALLE;de Gaztambide;23;Madrid;439290;4476052
369;Sonia Huerta Sierra;CALLE;de Sepúlveda;212;Madrid;435966;4472536
370;Ana Fuensanta Albertos Cantos;CALLE;de Alcalá;54;Madrid;441394;4474549
371;Fernando Marivela Rivas;CALLE;de Juan de Urbieta;34;Madrid;442608;4473011
372;Dolores Nieves Gonzalez  Moran;CALLE;de los Madrazo;1;Madrid;440753;4474337
373;Ignacio Carmelo Lopez Pardo;CALLE;de Martínez de la Riva;41;Madrid;443495;4471558
374;Lucia Sanchez Nestares;CALLE;de Carretas;12;Madrid;440325;4474075
375;Elisa Ballestin Arribas;PASEO;de Santa María de la Cabeza;47;Madrid;440789;4472642
377;Carmen Kaiser Terriza;PASEO;del Marqués de Zafra;19;Madrid;443484;4475306
378;Cristina Arroyo Flores;CALLE;de Jaime el Conquistador;38;Madrid;440723;4471913
379;Emilio Vicente Pellicer Redondo;CALLE;del Arco;29;Colmenar de Oreja;466766;4440161
380;Mª Del Mar Muñoz Fernandez;CALLE;de Jerónima Llorente;42;Madrid;440012;4478422
381;Monica Raquel Loureda Lopez;CALLE;de Fuencarral;83;Madrid;440505;4475296
382;Maria Lourdes Eusebio Cuesta;AVDA;de la Reina Victoria;52;Madrid;439623;4477582
383;Susana Cubero Ramos;CALLE;Alcalá;64;Valdilecha;474445;4460464
384;Marta Romero De La Llave;CALLE;de la Independencia;21;Móstoles;426707;4464010
385;Almudena Agüero Pereda;CALLE;de Ave María;31;Madrid;440536;4473516
386;Enrique Del Milagro Hours Valdenebro;CALLE;de Suecia;30;Madrid;448592;4474878
387;Valentin Jose De Grado Landaluce;PLAZA;Mayor de Villaverde;0;Madrid;439944;4466523
388;Elena Labrador Barba;CALLE;de los Hermanos García Noblejas;174;Madrid;446822;4474745
389;Juan Gil Rodriguez;AVDA;de España;6;Villa del Prado;389181;4459366
390;Ana Fraile Nuñez;CALLE;de Augusto Figueroa;39;Madrid;440864;4474846
391;Eva Risueño Gomez;CALLE;de Alonso Heredia;5;Madrid;442871;4476265
392;Mercedes Peralta Martinez;CALLE;de Seseña;7;Madrid;435648;4472166
393;Rocio Del Valme Cotrina Valdes;PLAZA;del Alcalde Moreno Torres;S/N;Madrid;444408;4482076
394;Ana Rodriguez-Carreño Alonso;CALLE;de Manuel de Falla;2;Madrid;441541;4478524
395;Ana Isabel Castiñeyra Villanueva;PASEO;de Extremadura;92;Madrid;437853;4473787
396;Ainhoa Erdocia Arce;CALLE;de Eros;12;Madrid;442309;4471569
398;Ricardo Francisco Diaz Ramos;CALLE;de las Huertas;17;Madrid;440631;4473928
399;Laura Verdu Vela;CALLE;de Alonso Cano;50;Madrid;440859;4477057
400;Maria Celsa Araujo Barja;CALLE;del Príncipe;15;Madrid;440594;4474111
401;Mª Jose Nuñez Villar;CALLE;del Pez;9;Madrid;440200;4474984
402;Paloma Puertas Ragel;CALLE;de Hermosilla;85;Madrid;442582;4475273
403;Maria Mercedes Bartolome Piedrabuena;CALLE;de Ferraz;3;Madrid;439178;4475248
404;Mª Dolores Yagüe Lopez-Belmonte;CALLE;de Bravo Murillo;25;Madrid;440250;4476377
405;Carlos Gonzalez Bosch;PLAZA;de San Ildefonso;4;Madrid;440426;4475070
406;Adelina Elisa Delgado Galiana;CALLE;de Juan de Mena;11;Madrid;441363;4474317
407;Cesar Revenga Sacristan;CALLE;de Lombía;7;Madrid;442956;4475146
408;Guillermo Llamazares Martinez;CALLE;de Francisco Silvela;75;Madrid;442619;4476400
409;Oscar Gomez Hernandez;CALLE;de Delicias;25;Madrid;441244;4472846
410;Jose Manuel Fernandez Quintana;CALLE;de Arriaga;15;Madrid;445285;4475379
411;María José Muñoz Ledesma;CALLE;de Goya;12;Madrid;441882;4475166
412;Esperanza Luisa Martinez Arroyo;CALLE;de Valdetorres de Jarama;31;Madrid;445531;4480146
413;Mª Luisa Castrillon Cavanilles;CALLE;del Marqués de Urquijo;2;Madrid;439207;4475808
414;Carlos Esteban Ojeda Casas;CALLE;Pedro Álvarez;4;Cadalso de los Vidrios;377538;4462350
415;Maria Del Pilar Lopez Fanconi;CALLE;de Almansa;11;Madrid;440243;4477793
416;Juan Manuel Fernández Alonso;CALLE;de Calatrava;34;Madrid;439482;4473512
417;Enrique Casado Villachica;CALLE;Jesusa Lara;15;Torrelodones;419396;4492345
418;Ana Mª Areses Vidal;CALLE;del Berrocal;11;Madrid;442610;4466097
419;Marta Espárrago Pérez;CALLE;"de Mario Moreno ""Cantinflas""";72;Madrid;452479;4472831
420;Maria Carmen Tudela Salvador;CALLE;de Ponzano;43;Madrid;440692;4476868
421;Maria Teresa Domingo Sanz;CALLE;de la Puebla;9;Madrid;440349;4474846
422;Ruben Nieto Del Castillo;CALLE;de Juan Pérez Zúñiga;21;Madrid;445024;4477121
423;Paula Jaen Olasolo;CALLE;de Serrano;149;Madrid;441923;4477548
424;Alvaro Manuel Caballeria Martel;CALLE;de José Ortega y Gasset;47;Madrid;442526;4475723
425;Luis Garcia Iglesias;CALLE;Rafael Alberti;9;Collado Villalba;414891;4497820
426;Jorge Fernandez-Lomana Anguiano;CALLE;de Jaén;36;Madrid;440639;4477966
427;Eduardo García García;CALLE;de Catamarán;2;Madrid;449582;4478045
428;Eva Martin Martin;AVDA;del Valle;38;Rascafría;426014;4528581
429;Gonzalo Lucini Mateo;CALLE;de San Bernardo;60;Madrid;440017;4475242
430;Jesús Fernández Pérez;CALLE;Gran Vía;51;Madrid;439954;4474750
431;Pilar Barba Gonzalez;CALLE;de los Huertos;20;Villaconejos;458650;4439481
432;Maria Encarnacion Andreu Sanchez;CALLE;de Luis Peidro;11;Madrid;442877;4472038
433;Susana Gomez Gonzalez;CALLE;de Stuart;78;Aranjuez;448490;4431608
434;Jose Maria  Saenz Rodriguez;CALLE;de José Ortega y Gasset;69;Madrid;442874;4475702
435;Carmen Barahona Guemes;PASEO;de la Habana;107;Madrid;442190;4478928
436;Joaquina Garrido Teruel;CALLE;del Conde de Aranda;7;Madrid;441696;4474810
437;Eugenia Frattini Castejon;CALLE;de Velázquez;20;Madrid;441973;4474994
438;Antonio Rivera Rodriguez;PLAZA;de la Constitución;10;Getafe;437784;4461929
439;Beatriz Teresa Navas  Lopez;CALLE;Gran Vía;26;Madrid;440497;4474630
440;Mª Sierra Peñuelas Flores;AVDA;de Menéndez Pelayo;13;Madrid;442373;4474635
441;Mª Dolores Diez Lopez;CALLE;de Ponzano;46;Madrid;440713;4476868
442;Miguel Angel Ayuso De Dios;CALLE;de la Salud;10;Madrid;440364;4474578
443;Milagrosa Maria Rios Perez;AVDA;de Alberto Alcocer;47;Madrid;442462;4478918
444;Daniel Pacheco Fernandez;CALLE;del Cine;38;Madrid;434339;4471936
445;Maria Victoria Jambrina Seco;AVDA;del Doctor Manuel Jarabo;10;San Martín de la Vega;451197;4451271
446;Abraham Vaqueiro Lopez;CALLE;de La Pícara Molinera;75;Madrid;440330;4467250
447;Maria Mar Herrero Pascual;AVDA;de Monasterio de Silos;s/n;Madrid;440169;4483899
448;Macarena Hormaechea Perez Del Yerro;CALLE;del Real;17;Molinos, Los;409378;4507569
449;Ricardo Saavedra Pomares;PASEO;de las Delicias;40;Madrid;441121;4472765
450;Bernardo Torroja Bendito;AVDA;de Ramón y Cajal;69;Madrid;443319;4478212
451;María Inmaculada Rupérez Vallejo;CALLE;de Villaamil;51;Madrid;439981;4479063
453;Magín Ruiz Lomas;CALLE;Mayor;34;Alcalá de Henares;468954;4481376
454;Maria Angeles Rodriguez Gonzalez;CALLE;de Joaquín María López;19;Madrid;439700;4476556
455;Esther Alvarez Hernandez;AVDA;Juan Pablo II;10;Pozuelo de Alarcón;431963;4477718
456;Antonio Saiz Garcia;CALLE;de Alcalá;148;Madrid;443199;4475420
457;Victoria Lopez Rodriguez;CALLE;de las Carolinas;3;Madrid;440313;4478057
458;Caridad Garcia-Manso Gomez;CALLE;de Francos Rodríguez;9;Madrid;440272;4478570
459;Emilio Varela  Vizcaino;CALLE;de Tomás Borrás;8;Madrid;440849;4471891
460;Elena Salgado Rodriguez;GTA;de Ruiz Jiménez;8;Madrid;440142;4475625
461;Mario Esquivias Perez;CALLE;del General Álvarez de Castro;24;Madrid;440437;4476399
462;Fernando Gil Torres;CALLE;Enmedio;39;Torrejón de Ardoz;459388;4478509
463;Hros. De Maria Pilar Martinez Honduvilla;CALLE;de Toledo;105;Madrid;439749;4473395
464;Gemma Mª Bonet Sanchez;CALLE;de Fernández de los Ríos;21;Madrid;440032;4476273
465;Elisa Isabel Sanchez Escabias;AVDA;de la Ciudad de Barcelona;27;Madrid;442267;4472850
466;Nieves Lopez-Mora Gonzalez;CALLE;de Francos Rodríguez;80;Madrid;439812;4478765
467;Vicente Jimenez Perez;CALLE;del Alcalde López Casero;2;Madrid;444420;4475957
468;Juan Antonio Pruna Montes;PASEO;de las Delicias;124;Madrid;441019;4471680
469;Rosa Mª Lopez Garcia;AVDA;del Monte Igueldo;7;Madrid;443343;4472040
470;Francisca Yeste Moreno;CALLE;de la Victoria;6;Madrid;440462;4474160
471;Margarita Rodriguez Cuyas;CALLE;del General Lacy;11;Madrid;441389;4472723
472;Mª Cristina Sanz Alisedo;CALLE;de Ayala;19;Madrid;441836;4475480
473;Raquel Dieguez Rodriguez;CALLE;de Gonzalo de Córdoba;14;Madrid;440421;4475978
474;Fuensanta Ana Maria Albertos Constan;CALLE;de Lope de Haro;10;Madrid;440432;4478757
475;Cristina Iscoa Arana;CALLE;de Antonia Rodríguez Sacristán;31;Madrid;436682;4469427
476;Clara, Del Castillo Rodriguez;CALLE;de Antonio López;13;Madrid;439423;4472070
477;Antonio Saiz Moran;CALLE;de Zurita;41;Madrid;440617;4473374
478;Maria  De Prada Fernandez;CALLE;Malacuera;39;Torrelaguna;454607;4519343
479;Laura Rivero Zugasti;CALLE;de Pinos Alta;16;Madrid;440984;4479744
480;Alicia Fernandez Fernandez-Cuervo;PLAZA;de España;2;Mejorada del Campo;458589;4471968
481;Paloma De La Serna Torroba;CALLE;de Santa Isabel;7;Madrid;440735;4473631
482;Mª Isabel Garcia Parreño;CALLE;de San Bernardo;39;Madrid;439974;4475011
483;Antonio González González;AVDA;de Burgos;26;Madrid;442773;4481029
484;Ana Vazquez Orgaz;AVDA;de la Albufera;87;Madrid;443830;4471768
485;Sara Leal Domenech;PLAZA;de la Constitución;7;Ciempozuelos;447335;4445581
486;Rocio Serrano Garcia;CALLE;de Marcelo Usera;36;Madrid;440403;4470890
487;Blanca Jimenez Reina;CALLE;de Juan de Olías;3;Madrid;440422;4478336
488;Felisa Lopez Romano;CALLE;de Alcalá;363;Madrid;445306;4476219
489;Jorge Martinez De La Mata De Lozar;CALLE;de los Embajadores;152;Madrid;440868;4472042
490;Alberto Guijarro Hijas;CALLE;de la Senda del Infante;28;Madrid;438797;4482508
491;Maria Angeles Jimenez Guerra;CALLE;de Fuencarral;108;Madrid;440451;4475557
492;Enrique Millan Bueno;CALLE;de Joaquín María López;46;Madrid;439404;4476598
493;Eulalia Gutierrez Lopez;CALLE;de Marcelo Usera;114;Madrid;439814;4470795
494;Tomas Alonso-Buron Llamazares;CALLE;de Cáceres;12;Madrid;440948;4472244
495;Isabel Galvez Nicolas;CALLE;del Príncipe de Vergara;27;Madrid;442289;4475264
496;Ana Sule Tavira;CALLE;de Eugenia de Montijo;114;Madrid;436211;4469564
497;Mª Soterraña Luisa Borregon  Perez;AVDA;del Monte Igueldo;81;Madrid;443148;4471572
498;Lourdes Nestares Lopez;CALLE;de Atocha;46;Madrid;440635;4473779
499;Aranzazu Viar Olloqui;CALLE;de Hermosilla;130;Madrid;443393;4475192
500;Inmaculada Concepción Gonzalez Canales;CALLE;de Narváez;7;Madrid;442687;4474985
501;Mª Inmaculada Palomino Tormo;CALLE;de Lope de Rueda;16;Madrid;442521;4474858
502;Beatriz Arcos Vidal;CALLE;de Stuart;87;Aranjuez;448506;4431547
503;Maria Mar Vazquez Cano;CALLE;de Trafalgar;14;Madrid;440591;4475931
504;Ana Indira Sebastian De Erice Cid;CALLE;de Sandoval;4;Madrid;440335;4475741
505;Maria Sagrario Viñuales Garcia;CALLE;Mayor;17;Bustarviejo;440182;4523176
506;Maria Dolores Carrocera Lozano;CALLE;de Villacarlos;15;Madrid;448526;4473041
507;Fernando Óscar Arroyo Martínez;CALLE;de las Once Vigas;2;Madrid;436159;4468179
509;Antonio Navarro Yañez;CALLE;de Blasco de Garay;5;Madrid;439614;4475802
510;Manuel Rafael Torres Martinez;CALLE;de Serrano;86;Madrid;441768;4475920
511;Beatriz Gonzalez Torres;CALLE;de Sogueros;3;Colmenar Viejo;435052;4501489
512;Francisco Gomez-Rodulfo Solis;AVDA;de Carabanchel Alto;23;Madrid;436032;4468607
513;Lucia Marcos Corona;CALLE;de Vergara;12;Madrid;439649;4474328
514;Marta Isabel Bardisa Pascual;CALLE;de Rodríguez San Pedro;35;Madrid;439566;4475915
515;Alvaro Conde Bueso;AVDA;del Monte Igueldo;14;Madrid;443290;4471997
516;Paloma Poyatos Adeva;CALLE;de Fernández de los Ríos;20;Madrid;440088;4476288
517;Elisa Gomez Navarro;CALLE;de Castelló;34;Madrid;442205;4475235
519;Mª Cruz Del Real Martinez-Cañavate;CALLE;Lacedón;18;Villaviciosa de Odón;423002;4467729
522;Maria Pilar Varela Gallego;PLAZA;de Puerta de Moros;3;Madrid;439682;4473659
523;Fernando Barnuevo Saiz;CALLE;de Santa Engracia;81;Madrid;440695;4476338
524;Maria Esperanza Rebollo Abbad;CALLE;de Goya;89;Madrid;442640;4475149
525;Juan Ramon Marquina Sanchez;CALLE;de la Princesa;30;Madrid;439428;4475498
526;Maria Dolores Tabasco Almoguera;AVDA;de Castilla;12;Escorial, El;404318;4493020
527;Ana Robles Bueno;CALLE;de Juan de Mariana;20;Madrid;441840;4472209
528;Jesus Carlos German Maldonado;CALLE;de Padilla;69;Madrid;442956;4475828
529;Mª Leonor Huete Gonzalez;CALLE;de Ayala;53;Madrid;442469;4475434
530;Martin Javier Timoner Aguilera;CALLE;de Martín de los Heros;3;Madrid;439484;4475076
531;Juan Vicente Rodríguez;CALLE;de la Maquinilla;13;Madrid;446036;4470384
532;Cristina Manuela Ruiz Jiménez;CALLE;de Relatores;20;Madrid;440318;4473813
533;Mª Dolores Francisca Vergara Ogando;CALLE;de las Tiendas;4;Arganda del Rey;462745;4461205
534;Rosa Maria Rubio Gomez;CALLE;de Valderrebollo;1;Madrid;446757;4469471
535;Jose Luis Granda San Miguel;CALLE;de Eloy Gonzalo;31;Madrid;440626;4476253
536;Mª Luisa Villanueva Vigil De Quiñones;CALLE;de Alonso Cano;9;Madrid;440790;4476383
537;Aurora Barcala Suarez;CALLE;Reina Victoria;4;San Lorenzo de El Escorial;402846;4494034
538;Jesus Barcala Villar;CALLE;de Ferraz;33;Madrid;438961;4475545
539;Manuel Antonio Hidalgo Alonso;AVDA;de la Paz;39;Orusco de Tajuña;482311;4459292
540;Maria Dolores Rico Munilla;CALLE;de Federico Moreno Torroba;9;Madrid;443387;4472939
541;Esteban Madrazo Sarabia;CALLE;del Diamante;33;Madrid;441720;4466964
542;Florencio Alvarez Garcia;CALLE;Grande;18;Chinchón;464082;4443421
543;Fernando Del Real Cuesta;CALLE;Real;44;Collado Villalba;414950;4498221
544;Beatriz Coll Cuota;CALLE;del Tesoro;1;Madrid;440277;4475188
545;Miriam Varela Serrano;CALLE;de Andrés Mellado;1;Madrid;439374;4475813
546;Laura Sánchez Martí;CALLE;de Ponzano;9;Madrid;440672;4476585
547;Mercedes Serrano Herraiz;CALLE;de Ana Mariscal;1;Madrid;447142;4471784
548;Daniel Rivera Rodriguez;CALLE;de Diego de León;22;Madrid;442085;4476238
549;María Paloma García-Mauriño Sánchez;CALLE;de Santa Engracia;56;Madrid;440782;4476232
550;Maria Leticia Alvarez De Llano;CALLE;de Méndez Álvaro;32;Madrid;441736;4472486
551;Marta Mª Garcia-Rivera Coloma;CALLE;del Conde de Peñalver;34;Madrid;442729;4475532
552;Consuelo Mayoral Rubio;CALLE;de Sagasta;5;Madrid;440538;4475604
553;Juan Manuel Garcia-Manso Gomez;CALLE;del Marqués de Viana;24;Madrid;440550;4479310
554;Francisco Javier Arrazola Sorando;CALLE;del Cerro Minguete;14;Madrid;439104;4482050
555;Teresa Ripoll De Frutos;CALLE;de Goya;131;Madrid;443138;4475113
556;Concepcion Madero Ruiz-Jarabo;AVDA;de Peña Prieta;17;Madrid;443411;4472396
557;Javier Calero Vazquez;CALLE;de Veneras;4;Madrid;439986;4474550
558;Beatriz Llopis Llopis;AVDA;de Daroca;51;Madrid;444716;4475621
559;Pablo Alvarado Blasco;CALLE;de Ramón y Cajal;18;San Martín de Valdeiglesias;381297;4468865
560;Gustavo Chamorro Merino;CALLE;Mayor;99;Alcalá de Henares;468781;4481248
561;Valvanuz Ruiz Del Arbol Fernandez-Abascal;CALLE;de María de Molina;58;Madrid;442374;4476518
562;Marta Mª Jose Mosqueira Sivilla;CALLE;de San Emilio;8;Madrid;444078;4475614
563;Sara Pablo Alvarez;AVDA;de San Fermín;14;Madrid;441293;4469183
564;Mª Begoña  Ruiz Manzano;CALLE;de Doña Berenguela;11;Madrid;438419;4473806
566;Paz Garcia Monescillo;AVDA;de la Reina Victoria;20;Madrid;440079;4477636
567;Julia Calcedo Barba;CALLE;de la Virgen del Sagrario;3;Madrid;445053;4476134
568;Esther Redondo Morrondo;CALLE;de Ulises;7;Madrid;444451;4478676
569;Maria Pilar Esteso Herraiz;CALLE;de Canillas;8;Madrid;442548;4476852
570;Maria Elena Llorente Hernangomez;CALLE;del Boleo;2;Fuentidueña de Tajo;486225;4440879
571;Angel Fernandez Sanchez;CALLE;Juan Carlos I Rey de España;51;Belmonte de Tajo;471288;4442620
572;Jorge De Diego Herrero;CALLE;Fuente;7;Valdemorillo;409517;4483928
573;Ana Faz Hernandez;CALLE;de López de Hoyos;374;Madrid;444098;4479018
574;Carmen Bermejo Pliego;CALLE;de Antonio López;44;Madrid;439640;4471895
575;Mª Mar Gonzalez Villa;CALLE;del General Ricardos;75;Madrid;438686;4471730
576;Jose Luis Casarrubios Serrano;PASEO;de las Delicias;106;Madrid;441042;4471930
577;Maria Teresa Lopez Melero;CALLE;de Juan Bautista de Toledo;27;Madrid;442972;4477097
578;Maria Rosario Prieto Sastre;CALLE;del Príncipe de Vergara;270;Madrid;442636;4478823
579;Emma Gonzalez Villarrubia;CALLE;de Ávila;33;Madrid;440662;4478238
580;Juan Manuel Diaz Barrera;CALLE;de Rusia;8;Madrid;448281;4474992
581;Agustin Garcia Mateos;CALLE;de Púrchena;23;Madrid;443657;4480880
582;Elena Sanchez Pico;CALLE;de Ibiza;44;Madrid;442876;4474367
583;Raquel Aguado Benito;PASEO;de Yeserías;33;Madrid;439891;4472225
584;Loreto Belen Alia Gonzalez;CALLE;de Alcalá;448;Madrid;446154;4476627
585;Iban Bazo Alonso;CALLE;de Santa Úrsula;17;Madrid;438040;4473640
586;Luis Molina Cano;CALLE;de López de Hoyos;200;Madrid;443431;4477759
588;Nuria Urosa Treviño;CALLE;del General Ricardos;145;Madrid;438058;4471255
589;Reyes Tenorio Marquez;CALLE;de Alcalá;321;Madrid;444815;4476012
590;Angel Luis Alvarez Ongil;CALLE;de Antonio Machado;17;Madrid;438912;4479620
591;Domingo Manuel Prieto Gomez;CALLE;de Ventura de Argumosa;22;San Fernando de Henares;455122;4475217
592;Alejandro Jose Araguas Torres;CALLE;de la Vía;48;Madrid;438975;4470807
593;Fernando Yagüe Dominguez;CALLE;de San Leopoldo;25;Madrid;441349;4480121
594;Jaime Rodriguez Sanchez;CALLE;de Colón;6;Madrid;440526;4475040
595;Sergi Martí Badenes;CALLE;de Ferraz;73;Madrid;438669;4475946
